timestamp,tempm,elec_load,heat_load,cool_load,
1/14/2012 8:00,10.64166667,543.4407698,274.4083432,257.0282509,
1/14/2012 9:00,12.73333333,547.334157,229.3684388,347.0340648,
1/14/2012 10:00,15.18333333,553.048222,144.1073482,489.137588,
1/14/2012 11:00,17.38333333,557.9074604,108.1595635,518.2181689,
1/14/2012 12:00,19.29166667,609.6616644,140.3767904,653.376801,
1/14/2012 13:00,20.35,654.3275472,177.0095562,795.8292259,
1/14/2012 14:00,19.9,572.3946653,174.1082839,751.0790527,
1/14/2012 15:00,18.46666667,573.2835947,147.7816443,669.8953663,
1/14/2012 16:00,16.80833333,437.3012387,199.0857342,634.5181775,
1/14/2012 17:00,14.81666667,433.7385853,197.7043564,508.413977,
1/14/2012 18:00,13.9,439.5121206,156.7325431,402.2098854,
1/14/2012 19:00,13.9,440.304142,167.0724857,401.9559819,
1/14/2012 20:00,13.9,445.6899152,191.4345276,415.6783004,
1/14/2012 21:00,13.55,562.8350699,185.8846893,449.475047,
1/14/2012 22:00,12.65833333,546.9109431,197.4471393,361.0660932,
1/14/2012 23:00,11.90833333,527.4544591,246.6583517,300.3112127,
1/15/2012 0:00,11.7,546.9696113,263.5379141,305.6715115,
1/15/2012 1:00,10.70833333,565.747428,276.0379369,298.7655486,
1/15/2012 2:00,9.65,571.6635081,282.4390771,285.9856037,
1/15/2012 3:00,9.108333333,571.3587432,295.8789939,281.7133381,
1/15/2012 4:00,9.191666667,579.9509808,296.2484468,282.5415662,
1/15/2012 5:00,8.758333333,580.7200018,298.1089001,280.4764223,
1/15/2012 6:00,8.3,577.8951389,312.0043682,274.1099637,
1/15/2012 7:00,8.941666667,559.900347,303.0898565,280.0642025,
1/15/2012 8:00,11.03333333,675.3034814,253.8646979,302.254419,
1/15/2012 9:00,14.18333333,684.5979332,207.4136055,488.8666493,
1/15/2012 10:00,16.88333333,701.3282231,167.7682306,625.4381215,
1/15/2012 11:00,18.73333333,714.4090802,144.2038607,671.9282316,
1/15/2012 12:00,20.39166667,676.4648866,126.6406007,709.9622123,
1/15/2012 13:00,20.80833333,590.4423186,113.3756301,683.4741053,
1/15/2012 14:00,19.9,584.3820824,103.6425443,660.0566273,
1/15/2012 15:00,18.75833333,579.887475,90.93011758,629.9266384,
1/15/2012 16:00,17.65833333,443.0405675,83.9077248,564.8995014,
1/15/2012 17:00,15.275,457.9426826,80.75341552,483.8534865,
1/15/2012 18:00,13.9,455.5707043,79.7066954,435.5043859,
1/15/2012 19:00,13.9,455.173976,80.23436493,430.6370973,
1/15/2012 20:00,13.9,443.5371218,189.7752664,422.9555214,
1/15/2012 21:00,13.55,437.2238719,204.5933447,380.8560515,
1/15/2012 22:00,13.00833333,434.6909988,209.4891193,371.342778,
1/15/2012 23:00,12.45,431.4047943,270.4505711,282.4638216,
1/16/2012 0:00,11.26666667,457.2811205,293.7025009,262.670643,
1/16/2012 1:00,10.6,522.9956658,295.5168686,285.4728729,
1/16/2012 2:00,10.6,567.2909131,284.7257978,299.3846346,
1/16/2012 3:00,10.25,583.562869,288.1015888,294.3517992,
1/16/2012 4:00,8.716666667,583.5955745,294.9076977,279.1202411,
1/16/2012 5:00,7.8,577.8962822,310.8920645,267.9606831,
1/16/2012 6:00,7.8,585.1986197,329.5464035,270.1821461,
1/16/2012 7:00,8.441666667,775.9368944,264.3530528,276.5965398,
1/16/2012 8:00,11.175,990.3534012,194.3885482,304.7212079,
1/16/2012 9:00,15.075,1083.455187,153.2622884,679.961106,
1/16/2012 10:00,18.275,1115.696958,167.5555199,826.8142737,
1/16/2012 11:00,20.39166667,1140.567035,153.7295443,899.6364454,
1/16/2012 12:00,22.38333333,1112.706247,141.0547294,962.3766891,
1/16/2012 13:00,22.65833333,1085.27388,118.4121196,971.1265588,
1/16/2012 14:00,21.26666667,1017.39887,111.2672155,890.1457915,
1/16/2012 15:00,19.9,1013.081156,112.1035289,863.1396348,
1/16/2012 16:00,18.11666667,754.0896101,147.7745154,750.4613136,
